TABLE nowy
ATTRIBUTES 19
Potability symbolic
ph_range1 numeric 0
ph_range2 numeric 0
Hardness_range1 numeric 0
Hardness_range2 numeric 0
Solids_range1 numeric 0
Solids_range2 numeric 0
Chloramines_range1 numeric 0
Chloramines_range2 numeric 0
Sulfate_range1 numeric 0
Sulfate_range2 numeric 0
Conductivity_range1 numeric 0
Conductivity_range2 numeric 0
Organic_carbon_range1 numeric 0
Organic_carbon_range2 numeric 0
Trihalomethanes_range1 numeric 0
Trihalomethanes_range2 numeric 0
Turbidity_range1 numeric 0
Turbidity_range2 numeric 0
OBJECTS 419
0 0 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 1 0
0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 1
0 0 1 0 1 1 0 0 1 0 1 1 0 0 1 0 1 1 0
0 0 1 0 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1
0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1 0 1 0
0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0
0 0 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 1 0
0 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0 1 0 1
0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1
0 0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0
0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0
0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1
0 0 1 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1
0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 1
0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 0 1
0 0 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 1
0 0 1 0 1 1 0 1 0 0 1 1 0 1 0 0 1 1 0
0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 1 1 0
0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 1 0 0 1
0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0
0 0 1 0 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1
0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1
0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1
0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1
0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1
0 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0
0 0 1 1 0 1 0 0 1 0 1 0 1 0 1 1 0 0 1
0 0 1 0 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0
0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 0 1
